image-id,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,OverExposed,OverExposed,OverExposed,OverExposed,OverExposed,OverExposed,OverExposed,OverExposed,UnderExposed,UnderExposed,UnderExposed,UnderExposed,UnderExposed,UnderExposed,UnderExposed,UnderExposed,Red,Red,Red,Red,Green,Green,Green,Green,Blue,Blue,Blue,Blue,Gray,Gray,Gray,Gray
image-id,Red,Red,Green,Green,Blue,Blue,Gray,Gray,Red,Red,Green,Green,Blue,Blue,Gray,Gray,Red,Red,Green,Green,Blue,Blue,Gray,Gray,Skewness,Skewness,Entropy,Entropy,Skewness,Skewness,Entropy,Entropy,Skewness,Skewness,Entropy,Entropy,Skewness,Skewness,Entropy,Entropy
image-id,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,Skewness,Entropy,average,standard deviation,average,standard deviation,average,standard deviation,average,standard deviation,average,standard deviation,average,standard deviation,average,standard deviation,average,standard deviation
a0001-jmac_DSC1459_0.JPG,2.1019976,4.608174,1.3383546,4.8429666,1.419794,4.817762,1.419749,4.8107038,15.506604,2.3910055,14.718736,3.4996152,14.384701,4.035197,12.279106,3.7208178,2.3430226,4.2491994,1.7376733,4.3395953,2.0661874,4.2255673,1.7156917,4.344114,6.650541400000001,6.262954938578397,3.7494596333333337,0.9716871633535502,5.931587966666666,6.215590171808725,4.227392366666667,0.5541301710229845,5.956894133333333,5.965199216749667,4.359508766666667,0.33322388087276833,5.138182233333334,5.050840834384539,4.291878533333333,0.4464745466671184
a0002-dgw_005_0.JPG,0.54448247,5.3113976,0.40849414,5.263343,0.43431446,5.2690783,0.48259425,5.2673893,15.389332,3.3177278,15.681498,3.8040047,15.492499,4.1976385,14.156025,4.0067916,1.3942013,4.56237,1.558143,4.4026885,1.7336406,4.3976254,1.5597689,4.4357214,5.776005256666667,6.806494145450604,4.397165133333333,0.8222527202086446,5.882711713333333,6.944666185601237,4.490012066666666,0.5989636173888268,5.88681802,6.812923622140113,4.6214474,0.465165222990004,5.399462716666666,6.2074210196652295,4.569967433333333,0.5233183469684097
a0006-IMG_2787_0.JPG,0.5673284,4.9034314,0.5872545,4.977412,0.7045587,5.1611195,0.59423643,4.974805,15.446058,2.0381215,15.473261,2.4363396,15.611891,3.4772086,14.631719,2.8857973,1.824953,4.289301,1.7698543,4.339081,2.3086421,4.4978147,1.8258499,4.3399796,5.946113133333334,6.737067574789052,3.7436179666666667,1.2317542193718147,5.9434566,6.755862367772872,3.917610866666667,1.0793485814692285,6.208363933333334,6.6814674964256335,4.378714266666666,0.692593033317471,5.68393511,6.346985916768106,4.0668606333333335,0.8744269628846932
a0007-IMG_2480_0.JPG,0.35935497,5.196602,0.45196876,5.20235,0.664799,5.2212048,0.4477783,5.196538,15.685065,3.4918795,15.652416,3.5535846,15.671112,3.6630826,15.368106,3.6112795,1.6087432,4.463075,1.6638744,4.4703574,1.9738175,4.4920974,1.710712,4.4629445,5.884387723333333,6.9488703661503335,4.383852166666666,0.698200970825537,5.922753053333334,6.897677609740333,4.408764000000001,0.6745132300417144,6.103242833333333,6.786578551384764,4.458794933333333,0.6365364552261313,5.842198766666666,6.755537572796762,4.423587333333334,0.6477771570952382
a0008-WP_CRW_3959_0.JPG,0.8491604,4.864385,0.9039519,4.736558,2.858573,4.444159,0.99266016,4.7403307,14.968575,4.1511602,12.540512,4.958721,4.0131836,5.0140343,7.8985887,4.9247284,2.075321,3.9344018,2.3999655,3.7874644,4.411159,3.561227,2.387332,3.797588,5.964352133333333,6.386594790585472,4.316649,0.39728838833995667,5.281476466666667,5.169120610477389,4.4942478,0.5079344974363785,3.7609718666666665,0.6584521702053755,4.339806766666666,0.5976784554616654,3.7595269533333338,2.9816272394294736,4.487549033333334,0.4936498749654613
a0009-kme_372_0.JPG,1.1633904,4.930739,1.4717925,4.8449006,2.0346708,4.6513195,1.4431543,4.849563,13.564979,4.778095,11.630214,5.088373,2.4055371,5.3104315,2.729863,5.189252,3.0673046,3.9473617,3.27625,3.8709984,3.140566,3.70943,3.2193537,3.8730094,5.931891333333333,5.453087371113999,4.552065233333333,0.4321071010011009,5.459418833333333,4.425159240753873,4.601424,0.5259663298741722,2.5269246333333335,0.45956664245230244,4.557060333333333,0.6569957095882658,2.4641236666666666,0.7490812693339415,4.6372748,0.5579267307978232
a0010-jmac_MG_4807_0.JPG,2.9414346,5.2432566,3.5739717,5.208545,2.909706,5.177276,3.6198428,5.2058506,15.884098,2.6170223,15.883321,2.6276684,15.8872175,2.6749244,15.838837,2.7248578,3.5496159,4.5838223,4.0664477,4.582003,4.012687,4.5769534,4.0620875,4.580087,7.458382833333332,5.963051689404508,4.148033733333333,1.1155597715204575,7.8412468,5.69015824216827,4.139405466666667,1.0991361573197542,7.603203499999999,5.8749642685856545,4.143051266666666,1.0666596390880123,7.840255766666666,5.658731978299477,4.170265133333333,1.053501080591622
a0011-DSC_0082_0.JPG,0.5627613,4.84314,0.4017716,4.83835,0.3698581,4.9646535,0.42386627,4.833616,11.360724,5.214481,9.285619,5.217276,12.286903,5.2070684,2.7401474,5.2771907,2.3370097,3.8469934,2.0598242,3.8632193,2.0756621,4.001859,2.080013,3.8557732,4.753498333333333,4.727829847750425,4.6348714666666675,0.5773718735333138,3.9157382666666667,3.8569417006880893,4.6396151,0.5703735951475023,4.910807733333334,5.261972244878708,4.724526966666667,0.5204984716404737,1.7480088900000001,0.9743235653830776,4.655526633333333,0.5937978299142808
